web_scraper_order,web_scraper_start_url,pagination,data,price,data2,data3,data4,rating,data6,data16
"1786479293-240","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=11&page_size=26","2014 Nissan MARCH 1.2 (ปี 10-21) E Hatchback","135,000 บาท","1️⃣3️⃣5️⃣0️⃣0️⃣0️⃣บาท หารถบ้านไม่ใช่❎️รถลานประมูลสภาพใหม่ๆวิ่งน้อยมาก34,xxxผ่อน29xxบาท72งว ...","30 - 35K กม.","สมุทรปราการ","Nissan MARCH","มือสอง","เกียร์ธรรมดา"
"1786479293-241","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=11&page_size=26","2013 Honda City 1.5 (ปี 08-14) V Sedan","179,000 บาท","หารถประหยัดมากๆกับค่าใช่จ่ายวิ่งเพียงกิโลละ1.20-1.50บาท กับGAS #LPG AC STAG ...","105 - 110K กม.","สมุทรปราการ","Honda City","มือสอง","เกียร์อัตโนมัติ"
"1786479293-242","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=11&page_size=26","2014 Toyota CAMRY 2.0 (ปี 12-18) G Extremo Sedan","299,000 บาท","Toyota Camry 2.0G eximo ปี 2013 จดปี 2014 🔥 จัดโปรเดือด🤍 ✅ลดเหลือ 2 9 9 9, 0 0 0 บาท 👉 ...","160000 กม.","กรุงเทพมหานคร","Toyota CAMRY","มือสอง","เกียร์อัตโนมัติ"
"1786479293-243","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=11&page_size=26","2014 Hyundai H-1 2.5 (ปี 08-17) Deluxe Van","469,000 บาท","📣2014 Hyundai H-1 2.5 Deluxe Van เกียร์อัตโนมัติ เครื่องยนต์ดีดซล 2,500 cc. ...","15 - 20K กม.","กรุงเทพมหานคร","Hyundai H-1","มือสอง","เกียร์อัตโนมัติ"
"1786479293-244","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=11&page_size=26","2015 Toyota YARIS 1.2 (ปี 13-17) E Hatchback","199,000 บาท","📣2015 Toyota YARIS 1.2 E Hatchback เกียร์อัตโนมัติ เครื่องยนต์ 1,200 cc. ราคา 209,000 บาท ...","125 - 130K กม.","กรุงเทพมหานคร","Toyota YARIS","มือสอง","เกียร์อัตโนมัติ"
"1786479297-245","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=12&page_size=26","2011 Mitsubishi PAJERO SPORT 2.5 (ปี 08-15) GT SUV - 4WD  ...","279,000 บาท","📣2011 Mitsubishi PAJERO SPORT 2.5 GT 4WD เกียร์อัตโนมัติ เครื่องยนต์ดีเซล 2,500 ...","25 - 30K กม.","กรุงเทพมหานคร","Mitsubishi PAJERO SPORT","มือสอง","เกียร์อัตโนมัติ"
"1786479297-246","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=12&page_size=26","2013 Toyota FORTUNER 3.0 (ปี 12-15) V SUV","449,000 บาท","📣2013 Toyota FORTUNER 3.0V 2WD เกียร์อัตโนมัติ เครื่องยนต์ดีเซล 3,000 cc. ราคา 449,000 ...","0 - 5K กม.","กรุงเทพมหานคร","Toyota FORTUNER","มือสอง","เกียร์อัตโนมัติ"
"1786479297-247","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=12&page_size=26","2013 Toyota FORTUNER 3.0 (ปี 12-15) TRD Sportivo SUV - 4WD...","489,000 บาท","📣2013 Toyota FORTUNER 3.0 TRD Sportivo 4WD เกียร์อัตโนมัติ เครื่องยนต์ 3,000 cc. ราคา ...","205 - 210K กม.","กรุงเทพมหานคร","Toyota FORTUNER","มือสอง","เกียร์อัตโนมัติ"
"1786479297-248","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=12&page_size=26","2013 Ford RANGER 2.2 Double Cab (ปี 12-15) WildTrak Hi-Rid...","299,000 บาท","#รถสวยๆสายลุย #ดุดันไม่เกรงใจใคร #ลุยน้ำลุยโคลนลุยป่าลุยเขา #เรียนเชิญมีราคาพิเศษครับ ...","195 - 200K กม.","กรุงเทพมหานคร","Ford RANGER","มือสอง","เกียร์อัตโนมัติ"
"1786479297-249","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=12&page_size=26","2010 Mitsubishi PAJERO SPORT 2.5 (ปี 08-15) GT SUV","249,000 บาท","📣2010 Mitsubishi PAJERO SPORT 2.5 GT เกียร์อัตโนมัติ เครื่องยนต์ 2,500 cc. ราคา 249,000 ...","25 - 30K กม.","กรุงเทพมหานคร","Mitsubishi PAJERO SPORT","มือสอง","เกียร์อัตโนมัติ"
"1786479297-250","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=12&page_size=26","2005 Mercedes-Benz C200 Kompressor 2.0 W203 (ปี 01-07) Ava...","199,000 บาท","📣2005 Mercedes-Benz C200 Kompressor 2.0 Avantgarde เกียร์ Auto 2,000 cc. #ทำสีพิเศษเกรด ...","0 - 5K กม.","กรุงเทพมหานคร","","มือสอง","เกียร์อัตโนมัติ"
"1786479297-251","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=12&page_size=26","2024 Toyota Yaris Ativ 1.2 (ปี 22-28) Sport Sedan","399,000 บาท","Toyota Yaris ATIV 1.2 Sport AT ปี 2024 🛞💨 🔥 จัดโปรเดือด ต้อนรับเดือนพฤษภาคม🤍 ✅ลดเหลือ 3 9 ...","43000 กม.","กรุงเทพมหานคร","Toyota Yaris Ativ","มือสอง","เกียร์อัตโนมัติ"
"1786479297-252","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=12&page_size=26","2016 BMW 218i 1.5 F46 (ปี 14-19) Gran Tourer Hatchback","449,000 บาท","2016 BMW 218i Gran Tourer BMW 2 series รถอเนกประสงค์ ขนาดกระทัดรัด วิ่งน้อยมากเพียง ...","25 - 30K กม.","กรุงเทพมหานคร","","มือสอง","เกียร์อัตโนมัติ"
"1786479297-253","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=12&page_size=26","2024 BMW X1 2.0 U11 (ปี 23-30) sDrive20i M Sport SUV","1,990,000 บาท","BMW X1 sDrive20i xLine สีน้ำเงิน Demo Car ป้ายแดงยังไม่จดทะเบียน ราคา 2,739,000 บาท (รวม ...","0 - 5K กม.","กรุงเทพมหานคร","BMW X1","มือสอง","เกียร์อัตโนมัติ"
"1786479297-254","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=12&page_size=26","2024 Land Rover DEFENDER 2.0 (ปี 20-28) 110 P400e SE Plus ...","5,199,000 บาท","Jaguar Land Rover Approved รถยนต์มือสองที่ผ่านการรับรองคุณภาพอย่างเป็นทางการจาก Inchcape ...","25 - 30K กม.","กรุงเทพมหานคร","","มือสอง","เกียร์อัตโนมัติ"
"1786479297-255","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=12&page_size=26","2023 Isuzu D-MAX 3.0 Cab-4 (ปี 19-26) Vcross M Pickup - 4W...","895,000 บาท","ISUZU D-Max 3.0 CAB-4 V-Cross M 4WD ปี66/23แท้ **รถสวยพร้อมใช้งาน**ไมล์น้อยเพียง40,xxxโล ...","40 - 45K กม.","เชียงใหม่","Isuzu D-MAX","มือสอง","เกียร์อัตโนมัติ"
"1786479297-256","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=12&page_size=26","2020 Mitsubishi PAJERO SPORT 2.4 (ปี 19-25) GT Premium SUV...","855,000 บาท","MITSUBISHI PAJERO SPORT 2.4 GT PREMIUM 4WD ปี63/20 **รถสวยมือเดียว*มาพร้อมกล้องขณะถอย+กล้อ ...","100 - 105K กม.","เชียงใหม่","Mitsubishi PAJERO SPORT","มือสอง","เกียร์อัตโนมัติ"
"1786479301-257","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=13&page_size=26","2023 Honda CIVIC 2.0 FE (ปี 21-26) e:HEV RS Sedan - e HEV ...","865,000 บาท","HONDA ALL NEW CIVIC 2.0 e:HEV RS ปี66/23 **รถเชียงใหม่มือเดียว**ไมล์น้อยเพียง53,xxx โล ...","50 - 55K กม.","เชียงใหม่","Honda CIVIC","มือสอง","เกียร์อัตโนมัติ"
"1786479301-258","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=13&page_size=26","2020 Toyota FORTUNER 2.8 (ปี 15-25) TRD Sportivo SUV - 4WD...","955,000 บาท","TOYOTA FORTUNER 2.8 TRD SPORTIVO 4WD ปี63/20 **รถสวยพร้อมใช้งาน**ไมล์น้อยเพียง60,xxxโล**มา ...","60 - 65K กม.","เชียงใหม่","Toyota FORTUNER","มือสอง","เกียร์อัตโนมัติ"
"1786479301-259","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=13&page_size=26","2013 Honda CR-V 2.0 (ปี 12-16) S SUV","275,000 บาท","#Honda CR-V 2.0 S G4 #ปี2013 5ประตู #สีบรอนซ์ 💸ราคา275,000บาท 💸ฟรีดาวน์ ผ่อน 6,400/84 ...","255 - 260K กม.","กรุงเทพมหานคร","Honda CR-V","มือสอง","เกียร์อัตโนมัติ"
"1786479301-260","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=13&page_size=26","2019 Toyota Yaris Ativ 1.2 (ปี 17-22) J Sedan","265,000 บาท","#TOYOTA #YARIS #Ativ 1.2 #entry #ปี2019 #รถใช้งานลำดับที่1 💰 ราคา265,000 ...","70 - 75K กม.","กรุงเทพมหานคร","Toyota Yaris Ativ","มือสอง","เกียร์อัตโนมัติ"
"1786479301-261","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=13&page_size=26","2017 Hyundai H-1 2.5 (ปี 08-17) Touring Van","465,000 บาท","#ราคา465000บาท Hyundai H1 2.5 Touring ปี16จด17 ไมล์150000KM.แท้ #ขายพร้อมเลขทะเบียน1668 ...","150000 กม.","กรุงเทพมหานคร","Hyundai H-1","มือสอง","เกียร์อัตโนมัติ"
"1786479301-262","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=13&page_size=26","2025 BMW 530e 2.0 G60 (ปี 24-31) Inspiring Sedan","2,999,000 บาท","BMW 530e M Sport Pro Demo ป้ายแดง สีขาว ราคาป้ายแดง 4,169,000 บาท(BSI Ultimate) ส่วนลด ...","5 - 10K กม.","กรุงเทพมหานคร","","มือสอง","เกียร์อัตโนมัติ"
"1786479301-263","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=13&page_size=26","2025 BMW 330e 2.0 G20 (ปี 19-26) M Sport Sedan","2,368,000 บาท","BMW 330e M Sport Demo Car ป้ายแดง สีน้ำเงิน (ยังไม่จดทะเบียน) ราคา 3,139,000 บาท (รวม BSI ...","5 - 10K กม.","กรุงเทพมหานคร","BMW 330e","มือสอง","เกียร์อัตโนมัติ"
"1786479301-264","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=13&page_size=26","2021 BMW 330e 2.0 G20 (ปี 19-26) M Sport Sedan","1,160,000 บาท","BMW 330e M Sport 💙 สีน้ำเงิน ปี 2021 ราคาพิเศษ 1,160,000 บาท ( No Vat ) •ไมล์แท้ 77,947 ...","75 - 80K กม.","กรุงเทพมหานคร","BMW 330e","มือสอง","เกียร์อัตโนมัติ"
"1786479301-265","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=13&page_size=26","2020 BMW 330e 2.0 G20 (ปี 19-26) M Sport Sedan","1,110,000 บาท","BMW 330e M Sport 💙 สีขาว ปี 2020 ราคาพิเศษ 1,110,000 บาท ( No Vat ) การรับประกัน 💯 ...","95 - 100K กม.","กรุงเทพมหานคร","BMW 330e","มือสอง","เกียร์อัตโนมัติ"
"1786479301-266","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=13&page_size=26","2021 BMW X1 2.0 F48 (ปี 16-20) sDrive20d M Sport SUV","1,069,000 บาท","BMW X1 sDrive20d M Sport 💙 ปี2021 สีเทา ราคา 1,069,000 บาท เลขไมล์ 81,012 km ...","80 - 85K กม.","กรุงเทพมหานคร","BMW X1","มือสอง","เกียร์อัตโนมัติ"
"1786479301-267","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=13&page_size=26","2019 BMW X3 2.0 G01 (ปี 18-23) xDrive20d M Sport SUV - AWD...","1,290,000 บาท","BMW X3 xDrive20d M Sport 💙 ปี2019 สีดำ ราคา 1,290,000 บาท ไมล์แท้ 90,755 กม. ...","90 - 95K กม.","กรุงเทพมหานคร","BMW X3","มือสอง","เกียร์อัตโนมัติ"
"1786479301-268","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=13&page_size=26","2024 BMW 320d 2.0 G20 (ปี 19-26) M Sport Sedan","2,290,000 บาท","BMW 320d M Sport Demo Car ป้ายแดง ราคาสุทธิ 2,290,000 บาท (ราคา 2,939,000 บาท รวม BSI ...","10 - 15K กม.","กรุงเทพมหานคร","BMW 320d","มือสอง","เกียร์อัตโนมัติ"
