web_scraper_order,web_scraper_start_url,pagination,data,data2,rating,data3,data4,price,data12,data17
"1786479782-246","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=64&page_size=26","2018 Honda JAZZ 1.5 (ปี 14-22) S Hatchback","HONDA JAZZ 1.5 S MNC MT 2018 ออกรถ 0 บาท จัดได้ 339,000 บ. Line:@BBCAR1 ...","Honda JAZZ","145 - 150K กม.","กรุงเทพมหานคร","","","เกียร์อัตโนมัติ"
"1786479782-247","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=64&page_size=26","2017 Toyota Corolla Altis 1.6 (ปี 14-18) G Sedan","TOYOTA ALTIS 1.6 G AT 2017 ออกรถ 0 บาท รหัสรถ 2B616 Line : @bbcar02 ...","Toyota Corolla Altis","95 - 100K กม.","กรุงเทพมหานคร","","","เกียร์อัตโนมัติ"
"1786479782-248","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=64&page_size=26","2021 Toyota FORTUNER 2.8 (ปี 15-25) Legender SUV - 4WD","📍BBsmartcar สาขา 1 สี่แยกมไหสวรรย์ TOYOTA FORTUNER 2.8 LEGENDER 4WD AT 2021 💸price ...","Toyota FORTUNER","105 - 110K กม.","กรุงเทพมหานคร","","","เกียร์อัตโนมัติ"
"1786479782-249","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=64&page_size=26","2009 Mitsubishi PAJERO SPORT 2.5 (ปี 08-15) GLS SUV","MITSUBISHI PAJERO 2.5 GLS AT 2009 ออกรถ 0 บาท (ขายสดเท่านั้น) Line:@BBCAR1 ...","Mitsubishi PAJERO SPORT","321000 กม.","กรุงเทพมหานคร","","","เกียร์อัตโนมัติ"
"1786479782-250","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=64&page_size=26","2012 Toyota YARIS 1.5 (ปี 06-13) E Hatchback","รถมือสอง ! ⭐️ฟรีดาวน์ ออกรถ 0 บาท 💥มีเล่มพร้อมโอน💥 เบอร์ตรง **** ☎️ คุณบุษบา **** ...","Toyota YARIS","0 - 5K กม.","กรุงเทพมหานคร","","","เกียร์อัตโนมัติ"
"1786479782-251","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=64&page_size=26","2014 Isuzu MU-X 3.0 (ปี 13-19) DVD SUV","⚡ ดอกเบี้ยถูกเริ่ม 2.59% ⚡ ผ่อนสบายๆนาน 84 เดือน ✅ มีบริการไฟแนนซ์เซ็นเอกสารถึงที่ ✅ ...","Isuzu MU-X","190 - 195K กม.","กรุงเทพมหานคร","","","เกียร์อัตโนมัติ"
"1786479782-252","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=64&page_size=26","2021 Honda City 1.0 (ปี 20-26) S+ Hatchback - ( 20-25) S  ...","รถมือสอง ! ⭐️ฟรีดาวน์ ออกรถ 0 บาท 💥มีเล่มพร้อมโอน💥 เบอร์ตรง **** ☎️ คุณบุษบา **** ...","Honda City","75 - 80K กม.","กรุงเทพมหานคร","","","เกียร์อัตโนมัติ"
"1786479782-253","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=64&page_size=26","2022 Nissan Navara 2.3 Double Cab VL Pickup - 4WD","📌4WD AUTO #NISSAN NAVARA 2.3 DOUBLE CAB VL 4WD ปี 2022 ตัวท็อปสุด ขับเคลื่อน 4 ล้อ ...","","1 กม.","กรุงเทพมหานคร","","","เกียร์อัตโนมัติ"
"1786479782-254","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=64&page_size=26","2018 Nissan NP 300 Navara 2.5 Double Cab Calibre V Pickup ...","⚡ ดอกเบี้ยถูกเริ่ม 2.59% ⚡ ผ่อนสบายๆนาน 84 เดือน ✅ มีบริการไฟแนนซ์เซ็นเอกสารถึงที่ ✅ ...","Nissan NP 300 Navara","215 - 220K กม.","กรุงเทพมหานคร","","","เกียร์อัตโนมัติ"
"1786479782-255","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=64&page_size=26","2015 Honda HR-V 1.8 (ปี 14-18) E SUV","🚗 HONDA HR-V 1.8 E ปี 2015 สี RUSE BLACK (เทา) รถบ้านมือเดียวป้ายแดงแท้ มีประเภท 1 ...","Honda HR-V","205 - 210K กม.","ชลบุรี","355,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479782-256","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=64&page_size=26","2013 Honda ACCORD 2.0 (ปี 13-19) EL Sedan","🚗 HONDA ACCORD G9 2.0 EL ปี 2013 สีขาว เกียร์ออโต้ 🚗 รุ่นซีดานยอดนิยม สภาพสวยเดิม ...","Honda ACCORD","70 - 75K กม.","ชลบุรี","355,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479782-257","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=64&page_size=26","2015 Honda CIVIC 1.8 FB (ปี 12-16) S Sedan","HONDA CIVIC FB 1.8 ปี 2015 แท้ เกียร์ออโต้ ✨ รถบ้านมือเดียวป้ายแดง ✨ ไมล์น้อยแค่ 8x,xxx ...","Honda CIVIC","75 - 80K กม.","ชลบุรี","335,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479782-258","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=64&page_size=26","2019 Mazda 2 1.3 (ปี 15-25) Sports High Connect Hatchback ...","*** ผ่อนเพียง 6,xxx.-/84 งวด 👉 ดอกเบี้ยเริ่มต้น 2.99 % 👉 ออกง่ายอนุมัติไวภายใน 30 นาที 👉 ...","Mazda 2","0 - 5K กม.","กรุงเทพมหานคร","299,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479782-259","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=64&page_size=26","2023 Honda City 1.0 (ปี 19-26) S Sedan - ( 19-24)","Honda City 1.0 Turbo S AT 2022จด23 สีเทา . ✅️ราคาพิเศษ 399,000 บาท ✅️ผ่อน 84 งวด 8,xxx.- ...","Honda City","85 - 90K กม.","กรุงเทพมหานคร","399,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479787-260","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=65&page_size=26","2019 Toyota FORTUNER 2.4 (ปี 15-25) V SUV - 4WD","***ผ่อน 15,xxx.- /84 งวด 🔥ดอกเบี้ยเริ่มต้น 2.69%🔥 👍พร้อมรับประกันเครื่องเกียร์นาน2ปี . ...","Toyota FORTUNER","160 - 165K กม.","กรุงเทพมหานคร","878,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479787-261","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=65&page_size=26","2024 Toyota Corolla Cross 1.8 (ปี 20-26) HEV Premium Luxur...","Toyota Corolla Cross HEV Premium Luxury โฉมไมเนอร์เชนจ์ สีเทา ปี2024แท้ เลขไมล์เพียง ...","","34373 กม.","กรุงเทพมหานคร","929,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479787-262","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=65&page_size=26","2019 Isuzu D-MAX 1.9 Cab-4 (ปี 11-17) Hi-Lander Z Pickup  ...","⚡ ดอกเบี้ยถูกเริ่ม 2.59% ⚡ ผ่อนสบายๆนาน 84 เดือน ✅ มีบริการไฟแนนซ์เซ็นเอกสารถึงที่ ✅ ...","Isuzu D-MAX","145 - 150K กม.","กรุงเทพมหานคร","","","เกียร์อัตโนมัติ"
"1786479787-263","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=65&page_size=26","2021 Toyota VIOS 1.5 (ปี 17-22) Mid Sedan","** Vios รถเก๋งเล็ก ประหยัดน้ำมัน ทนสุดๆ ** ล๊อตสุดท้ายแล้ว รีบด่วน ** รถลำดับเดียว ...","Toyota VIOS","80 - 85K กม.","กรุงเทพมหานคร","","","เกียร์อัตโนมัติ"
"1786479787-264","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=65&page_size=26","2022 Honda HR-V 1.5 (ปี 22-28) e:HEV EL SUV - e HEV EL CVT...","✅Contact LINE @sitauto (มี@) | 38,xxxkm eHEV EL ไฮบริด รถสวย สภาพดี พึ่งเช็คระยะ ...","Honda HR-V","38976 กม.","กรุงเทพมหานคร","","","เกียร์อัตโนมัติ"
"1786479787-265","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=65&page_size=26","2023 Ford RANGER 2.0 Open Cab (ปี 22-28) XL+ Hi-Rider Pick...","“ไมล์ 2 หมื่นกว่า + ไม่เคยบรรทุก + สีเดิมตั้งแต่ป้ายแดง” รถกระบะใช้งานคันนี้ต่างจากรถในตลา ...","Ford RANGER","25 - 30K กม.","กรุงเทพมหานคร","459,000 บาท","มือสอง","เกียร์ธรรมดา"
"1786479787-266","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=65&page_size=26","2022 Toyota CAMRY 2.5 (ปี 18-24) Sport Sedan","Toyota Camry 2.5 Sport 2.5 ลิตร 209 แรงม้า เกียร์อัตโนมัติ 8 จังหวะ สีเทา ไมเนอร์เชนจ์ ...","Toyota CAMRY","64595 กม.","กรุงเทพมหานคร","839,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479787-267","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=65&page_size=26","2019 Nissan Note 1.2 (ปี 17-22) VL Hatchback","'2019 NISSAN NOTE 1.2( ตัวVL ) 5 ประตู รุ่น TOP สุด #สีดำ FULL OPTION เกียร์ออโต้ ล้อแม็ก ...","","43565 กม.","นนทบุรี","245,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479787-268","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=65&page_size=26","2014 Honda CIVIC 1.8 FB (ปี 12-16) E Sedan","'2014 HONDA CIVIC FB 1.8 ตัวE รถสวย สภาพดี ใช้งานน้อย ไมล์วิ่ง 168,xxx km. 255,000✅️✅️ ...","Honda CIVIC","165 - 170K กม.","นนทบุรี","255,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479787-269","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=65&page_size=26","2014 Nissan JUKE 1.6 (ปี 10-16) V SUV","'2014 NISSAN JUKE เครื่องยนต์ 1.6 ตัวV ใช้งานน้อย ไมล์วื่ง 67,xxx km. 198,000✅️✅️ ...","Nissan JUKE","65 - 70K กม.","กรุงเทพมหานคร","198,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479787-270","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=65&page_size=26","2017 Ford EVEREST 3.2 (ปี 15-22) Titanium+ SUV - Titanium ...","2017 FORD EVEREST 3.2 TITANIUM AUTO 4WD. รถครอบครับ ราคาประหยัด ไมล์วิ่ง 150,000 km. ราคา ...","Ford EVEREST","150 - 155K กม.","นนทบุรี","455,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479787-271","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=65&page_size=26","2012 Hyundai H-1 2.5 (ปี 08-17) Maesto Deluxe Van","น่าใช้ สภาพดี ใหม่มาก '2010 จด '2012 HYUNDAI H-1 MAESTO DELUXE ตัวท๊อป ไมล์วิ่ง 120,370 ...","Hyundai H-1","120370 กม.","กรุงเทพมหานคร","395,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479787-272","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=65&page_size=26","2018 Honda CIVIC 1.8 FC (ปี 16-20) EL Sedan","2018 HONDA CIVIC 1.8 ตัวEL สภาพดีน่าใช้ รถมือเดียว ไมล์วิ่ง 161,xxx km. ✅️445,000✅️ 📞**** ...","Honda CIVIC","160 - 165K กม.","กรุงเทพมหานคร","445,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479787-273","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=65&page_size=26","2017 Honda CR-V 2.0 (ปี 12-16) SE SUV - AWD","2017 HONDA CRV ตัว se เบนซิน เครื่องยนต์ 2.0 AT 4WD รถมือเดียว สภาพดี เครื่อง ...","Honda CR-V","180 - 185K กม.","กรุงเทพมหานคร","395,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479787-274","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=65&page_size=26","2010 Isuzu D-MAX 2.5 Space Cab (ปี 07-11) Hi-Lander Super ...","2010 เทา มือเดียวไมล์แท้ รถสวยกริบ ISUZU D MAX HILANDER SPACE CAB 2.5 PLATINUM ...","Isuzu D-MAX","115 - 120K กม.","กรุงเทพมหานคร","235,000 บาท","มือสอง","เกียร์ธรรมดา"
"1786479787-275","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=65&page_size=26","2010 Isuzu D-MAX 3.0 Cab-4 (ปี 07-11) Hi-Lander Super Plat...","2010 ISUZU D-MAX HILANDER 4 ประตู 3.0 AUTO ไล์วิ่ง 194,xxx KM. รถบ้าน สภาพดี ...","Isuzu D-MAX","194027 กม.","กรุงเทพมหานคร","275,000 บาท","มือสอง","เกียร์อัตโนมัติ"
