web_scraper_order,web_scraper_start_url,pagination,data,data2,rating,data3,data4,price,data12,data17
"1786479868-565","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=81&page_size=26","2019 Nissan TEANA 2.0 (ปี 13-20) XL Sedan","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Nissan TEANA","80 - 85K กม.","กรุงเทพมหานคร","485,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479868-566","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=81&page_size=26","2022 BMW X1 2.0 F48 (ปี 16-20) sDrive20d M Sport SUV","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","BMW X1","135 - 140K กม.","กรุงเทพมหานคร","699,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479868-567","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=81&page_size=26","2023 MG VS HEV 1.5 (ปี 22-27) X Two Tone SUV","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","","90 - 95K กม.","กรุงเทพมหานคร","459,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479868-568","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=81&page_size=26","2021 Mazda CX-8 2.2 (ปี 19-26) XDL SUV","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","","110 - 115K กม.","กรุงเทพมหานคร","649,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479868-569","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=81&page_size=26","2022 Honda CIVIC 1.5 FE (ปี 21-26) EL Sedan","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Honda CIVIC","150 - 155K กม.","กรุงเทพมหานคร","585,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479868-570","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=81&page_size=26","2022 Toyota Corolla Altis 1.6 (ปี 19-25) G Sedan","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Toyota Corolla Altis","150 - 155K กม.","กรุงเทพมหานคร","419,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479868-571","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=81&page_size=26","2021 Mercedes-Benz C300 2.0 W205 (ปี 14-22) e AMG Sport Se...","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Mercedes-Benz C300","55 - 60K กม.","กรุงเทพมหานคร","899,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479868-572","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=81&page_size=26","2022 Honda CIVIC 1.5 FE (ปี 21-26) EL Sedan","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Honda CIVIC","105 - 110K กม.","กรุงเทพมหานคร","599,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479868-573","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=81&page_size=26","2015 Toyota CAMRY 2.0 (ปี 12-18) G Sedan","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Toyota CAMRY","185 - 190K กม.","กรุงเทพมหานคร","399,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479868-574","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=81&page_size=26","2022 Toyota Corolla Cross 1.8 (ปี 20-26) Hybrid Smart SUV ...","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","","65 - 70K กม.","กรุงเทพมหานคร","619,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479868-575","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=81&page_size=26","2018 Mercedes-Benz E350 2.0 W213 (ปี 16-23) e AMG Dynamic ...","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Mercedes-Benz E350","80 - 85K กม.","กรุงเทพมหานคร","859,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479868-576","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=81&page_size=26","2019 Toyota CAMRY 2.0 (ปี 18-24) G Sedan","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Toyota CAMRY","135 - 140K กม.","กรุงเทพมหานคร","635,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479868-577","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=81&page_size=26","2023 Mercedes-Benz C300 2.0 W205 (ปี 14-22) e AMG Sport Se...","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Mercedes-Benz C300","145 - 150K กม.","กรุงเทพมหานคร","759,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-578","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2022 Mercedes-Benz C300 2.0 W205 (ปี 14-22) e AMG Sport Se...","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Mercedes-Benz C300","125 - 130K กม.","กรุงเทพมหานคร","899,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-579","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2022 Toyota Corolla Cross 1.8 (ปี 20-26) Hybrid Premium SU...","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","","110 - 115K กม.","กรุงเทพมหานคร","675,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-580","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2020 BMW 320d 2.0 G20 (ปี 19-26) Sport Sedan","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","BMW 320d","115 - 120K กม.","กรุงเทพมหานคร","899,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-581","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2013 BMW 730Li 3.0 F02 (ปี 08-16) Sedan","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","BMW 730Li","160 - 165K กม.","กรุงเทพมหานคร","459,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-582","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2017 Mercedes-Benz E220 2.0 W213 (ปี 16-23) d AMG Dynamic ...","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Mercedes-Benz E220","175 - 180K กม.","กรุงเทพมหานคร","990,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-583","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2023 Mercedes-Benz GLA200 1.3 W247 (ปี 20-27) AMG Dynamic ...","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","","80 - 85K กม.","กรุงเทพมหานคร","1,090,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-584","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2019 Toyota Corolla Altis 1.6 (ปี 19-25) G Sedan","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Toyota Corolla Altis","125 - 130K กม.","กรุงเทพมหานคร","419,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-585","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2022 Mercedes-Benz C300 2.0 W205 (ปี 14-22) e AMG Sport Se...","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Mercedes-Benz C300","55 - 60K กม.","กรุงเทพมหานคร","859,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-586","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2017 Volvo V40 2.0 (ปี 13-16) T4 Wagon","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","","125 - 130K กม.","กรุงเทพมหานคร","375,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-587","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2020 Mini Countryman 2.0 F60 Cooper S Hatchback","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","","90 - 95K กม.","กรุงเทพมหานคร","859,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-588","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2021 Honda CIVIC 1.5 FC (ปี 16-20) Turbo RS Sedan","- warranty ซ่อมศูนย์ นานสูงสุด 2 ปี -บริการช่วยเหลือฉุกเฉิน 24 ชม. ทั่วประเทศ 1 ปี ...","Honda CIVIC","135 - 140K กม.","กรุงเทพมหานคร","599,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-589","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2021 Mazda CX-30 2.0 (ปี 20-26) SP SUV - AT","✅Contact LINE @sitauto (มี@) | 87,xxx km รุ่นท็อปSP มือเดียว โฉมล่าสุด รถสวย สภาพดี ...","","87866 กม.","กรุงเทพมหานคร","","","เกียร์อัตโนมัติ"
"1786479873-590","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2021 Toyota CAMRY 2.0 (ปี 18-24) G Sedan","TOYOTA CAMRY 2.0G 2021 สีเงิน 🔥669,000 🔹ไมล์ 104,xxx Km. 🚘เบนซิน เซอร์วิสศูนย์ตลอด ...","Toyota CAMRY","100 - 105K กม.","กรุงเทพมหานคร","669,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-591","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2018 Hyundai H-1 2.5 (ปี 18-24) Touring Van","🚗HYUNDAI H1 TOURING ปี2018🚗 ราคา 699,000 ฿ ลูกค้ามีเครดิต ประวัติดี ฟรีดาวน์⭐️ ผ่อน ...","Hyundai H-1","125 - 130K กม.","นนทบุรี","659,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-592","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2023 Ford RANGER 2.0 Double Cab (ปี 22-28) WildTrak Pickup...","ไมล์แท้ 51,xxx KM เท่านั้น (วิ่งน้อยมาก) รุ่น Wildtrak 4WD ตัว Top สุดของเครื่องยนต์ 2.0 ...","Ford RANGER","51735 กม.","กรุงเทพมหานคร","859,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-593","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2022 Ford RANGER 2.0 Double Cab (ปี 22-28) WildTrak Hi-Rid...","ไมล์แท้ 40,xxx KM (วิ่งน้อยมาก) Wildtrak 4WD (Bi-Turbo 210 แรงม้า) ตัว Top สุดเครื่องยนต์ ...","Ford RANGER","40378 กม.","กรุงเทพมหานคร","799,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-594","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2022 Ford RANGER 2.0 Double Cab (ปี 22-28) WildTrak Hi-Rid...","Wildtrak 4WD (Bi-Turbo) รุ่น TOP สุดเครื่องยนต์ Bi-Turbo 4WD MODEL 2022 (NEXTGEN) ไมล์แท้ ...","Ford RANGER","97250 กม.","กรุงเทพมหานคร","829,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-595","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2024 Ford RANGER 2.0 Double Cab (ปี 22-28) Stormtrak Hi-Ri...","2.0 Stormtrak Bi-Turbo (210 HP) ไมล์แท้ 27,xxx KMเท่านั้น (วิ่งน้อยมาก) รับประกันตัวรถ 5 ...","Ford RANGER","27434 กม.","กรุงเทพมหานคร","899,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786479873-596","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=82&page_size=26","2021 Ford RANGER 2.0 Single Cab (ปี 15-21) SWB Pickup - MT...","รุ่น 2.0 SWB 2WD เกียร์ MT (ในเล่มทะเบียนลง SWB) ไมล์แท้ รถมือแรกจากป้ายแดง ...","Ford RANGER","92592 กม.","กรุงเทพมหานคร","379,000 บาท","มือสอง","เกียร์ธรรมดา"
