web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,data4,price,rating,data15,data22
"1786480635-1332","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=79&page_size=50","2019 Honda City 1.5 (ปี 14-18) SV Sedan","HONDA CITY 1.5 SV I-VTEC A/T ปี 2019 ทะเบียน 8กฬ 1410 กทม. ราคา 379,000.- ผ่อนเริ่มต้น ...","25 - 30K กม.","กรุงเทพมหานคร","379,000 บาท","Honda City","มือสอง","เกียร์อัตโนมัติ"
"1786480635-1333","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=79&page_size=50","2020 Toyota CAMRY 2.0 (ปี 18-24) G Sedan","TOYOTA CAMRY 2.0 GA/T ปี2019จด2020 ทะเบียน จก 9443 นครราชสีมา ราคา 649,000 บาท ผ่อน ...","130 - 135K กม.","กรุงเทพมหานคร","649,000 บาท","Toyota CAMRY","มือสอง","เกียร์อัตโนมัติ"
"1786480635-1334","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=79&page_size=50","2023 Honda CIVIC 1.5 FE (ปี 21-26) EL+ Sedan - EL","HONDA CIVIC 1.5 EL+ A/T ปี 22 จด 23 ทะเบียน 3ขร 4005 กทม. ราคา 689,000 บาท ผ่อน 11,xxx ...","180 - 185K กม.","กรุงเทพมหานคร","689,000 บาท","Honda CIVIC","มือสอง","เกียร์อัตโนมัติ"
"1786480635-1335","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=79&page_size=50","2018 Mercedes-Benz E350 2.0 W213 (ปี 16-23) e AMG Dynamic ...","BENZ E350e AMG A/T 2018 3กก 3037 กทม. ดาวน์ 0% ราคา 1,149,000 บาท ผ่อนเริ่มต้นเพียง ...","95 - 100K กม.","กรุงเทพมหานคร","999,000 บาท","Mercedes-Benz E350","มือสอง","เกียร์อัตโนมัติ"
"1786480635-1336","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=79&page_size=50","2018 Toyota Yaris Ativ 1.2 (ปี 17-22) E Sedan","Toyota Yaris ativ 1.2 ATปี2018 ป้ายทะเบียน 5ขผ6497 กทม ราคาโปร 305,000.- ผ่อนเริ่มต้น ...","165 - 170K กม.","กรุงเทพมหานคร","305,000 บาท","Toyota Yaris Ativ","มือสอง","เกียร์อัตโนมัติ"
"1786480635-1337","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=79&page_size=50","2021 Toyota Yaris Ativ 1.2 (ปี 17-22) Sport Sedan","Yaris ATIV 1.2Sport ปีผลิต 2020 จดทะเบียน 2021 ทะเบียน ขก 5371 นครศรีธรรมราช ราคาพิเศษ ...","90 - 95K กม.","กรุงเทพมหานคร","359,000 บาท","Toyota Yaris Ativ","มือสอง","เกียร์อัตโนมัติ"
"1786480635-1338","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=79&page_size=50","2016 Toyota VIOS 1.5 (ปี 13-17) E Sedan","TOYOTA VIOS 1.5 E A/T ปี 2016 ทะเบียน 7ขพ 5380กทม ราคาโปร 289,000.- ผ่อนเริ่มต้น 5,xxx ...","155 - 160K กม.","กรุงเทพมหานคร","289,000 บาท","Toyota VIOS","มือสอง","เกียร์อัตโนมัติ"
"1786480635-1339","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=79&page_size=50","2021 Ford RANGER 2.0 Double Cab (ปี 15-21) WildTrak Hi-Rid...","รถมือเดียว ประวัติดี ไม่มีชน ไมล์น้อย 7หมื่นโล สภาพสวยใหม่สะอาด ยางใหม่ รถพร้อมใช้งาน","70 - 75K กม.","กรุงเทพมหานคร","589,000 บาท","Ford RANGER","มือสอง","เกียร์อัตโนมัติ"
"1786480635-1340","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=79&page_size=50","2022 Isuzu D-MAX 3.0 Cab-4 (ปี 19-26) Vcross ZP Pickup - 4...","ISUZU D-MAX V-CROSS ZP 3.0 M 4x4 ปี 2022 -ราคา 709,000 บาท -ผ่อนเริ่มต้น: 1x,xxx บาท / 72 ...","79000 กม.","กรุงเทพมหานคร","709,000 บาท","Isuzu D-MAX","มือสอง","เกียร์ธรรมดา"
"1786480635-1341","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=79&page_size=50","2017 Mitsubishi PAJERO SPORT 2.4 (ปี 15-18) GLS LTD SUV   ...","🚗MITSUBISHI PAJERO SPORT 2.4GLS LIMITED ปี 2017(2560) เกียร์ออโต้ ราคา 599,000 บาท 🚩ผ่อน ...","150 - 155K กม.","เชียงใหม่","599,000 บาท","Mitsubishi PAJERO SPORT","มือสอง","เกียร์อัตโนมัติ"
"1786480635-1342","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=79&page_size=50","2020 Ford EVEREST 2.0 (ปี 15-22) Titanium SUV","🚗FORD EVEREST 2.0 TITANIUM ปี 2020(2563) เกียร์ออโต้ ราคา 649,000 บาท 🚩ผ่อน 72x12,127 ...","160 - 165K กม.","เชียงใหม่","649,000 บาท","Ford EVEREST","มือสอง","เกียร์อัตโนมัติ"
"1786480635-1343","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=79&page_size=50","2017 Honda CR-V 1.6 (ปี 17-21) DT EL SUV - AWD","#รถสวยมือเดียวเชียงใหม่ 🚗❤️รถ SUV เอนกประสงค์ที่เหมาะสำหรับครอบครัวที่ต้องการความคุ้มค่าทั ...","210 - 215K กม.","เชียงใหม่","539,000 บาท","Honda CR-V","มือสอง","เกียร์อัตโนมัติ"
"1786480635-1344","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=79&page_size=50","2022 Mitsubishi TRITON 2.4 Double Cab (ปี 18-23) GT Plus P...","#รับประกัน35000กิโลเมตร #ประหยัดจากป้ายแดงไป3แสนเก้าหมื่นเจ็ดพันบาท ✨ ผ่อนแค่ 9,XXX / ...","97051 กม.","กรุงเทพมหานคร","499,000 บาท","Mitsubishi TRITON","มือสอง","เกียร์อัตโนมัติ"
"1786480635-1345","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=79&page_size=50","2013 Honda CR-V 2.4 (ปี 12-16) EL SUV - AWD","110,000 กม. CRV 2.4 EL 4WD รุ่นท๊อปสุด มือ 1 รถใช้น้อย ไม่เคยมีอุบัติเหตุ"" HONDA CRV 2.4 ...","110000 กม.","กรุงเทพมหานคร","315,000 บาท","Honda CR-V","มือสอง","เกียร์อัตโนมัติ"
"1786480635-1346","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=79&page_size=50","2024 Isuzu D-MAX 1.9 Space Cab (ปี 19-26) Hi-Lander L DA P...","ISUZU DMAX 1.9 HI-LANDER CAB Ddi ตัวL ปี2023 จดทะเบียนปี2024 A/T สีดำ 💵ราคา 539,000 บาท ...","10 - 15K กม.","ลำพูน","539,000 บาท","Isuzu D-MAX","มือสอง","เกียร์อัตโนมัติ"
"1786480635-1347","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=79&page_size=50","2018 Ford RANGER 2.2 Double Cab (ปี 15-21) XLT Hi-Rider Pi...","🚗 FORD RANGER DOUBLE CAB 2.2 XLT HI-RIDER ปี2018(แท้) เกียร์ AUTO สีเทา 💵ราคา 479,000 บาท ...","120 - 125K กม.","ลำพูน","479,000 บาท","Ford RANGER","มือสอง","เกียร์อัตโนมัติ"
"1786480635-1348","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=79&page_size=50","2021 Toyota HILUX REVO 2.4 Smart Cab Z Edition Mid Pickup ...","TOYOTA HILUX REVO 2.4 Z EDITION MID CAB ปี2021แท้ (mnc) โฉมหมูป่า เกียร์ AUTO สีดำ 💵ราคา ...","15 - 20K กม.","ลำพูน","469,000 บาท","Toyota HILUX REVO","มือสอง","เกียร์อัตโนมัติ"
"1786480635-1349","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=79&page_size=50","2022 Mitsubishi TRITON 2.5 Double Cab (ปี 18-23) GLX Picku...","MITSUBISHI TRITON DOUBLE CAB 2.5 GLX M/T ปี2022(แท้) สีเทา 💵ราคา 349,000 บาท 🌟ฟรีดาวน์ ...","145 - 150K กม.","ลำพูน","349,000 บาท","Mitsubishi TRITON","มือสอง","เกียร์ธรรมดา"
"1786480635-1350","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=79&page_size=50","2020 Mitsubishi TRITON 2.4 Mega Cab (ปี 18-23) GLS Plus Pi...","MITSUBISHI TRITON MEGA CAB 2.4 PLUS GLX 6MT ปี2019 จด 2020 สีส้ม เกียร์ธรรมดา 💵ราคา ...","45 - 50K กม.","ลำพูน","379,000 บาท","Mitsubishi TRITON","มือสอง","เกียร์ธรรมดา"
"1786480642-1351","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=80&page_size=50","2020 Isuzu D-MAX 3.0 Cab-4 (ปี 19-26) Hi-Lander M Pickup  ...","ISUZU DMAX 3.0 Ddi BLUE POWER CAB-4 HI-LANDER ตัว M ปี2020(แท้) A/T ท็อปสุด สีน้ำเงิน ...","120 - 125K กม.","ลำพูน","599,000 บาท","Isuzu D-MAX","มือสอง","เกียร์อัตโนมัติ"
"1786480642-1352","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=80&page_size=50","2019 Honda CR-V 2.4 (ปี 17-21) ES SUV - AWD","HONDA CRV 2.4 ES 4WD A/T ปี2019(แท้) 5 ที่นั่ง โฟร์วิล สีเทา 💵ราคา 629,000 บาท 🌟ฟรีดาวน์ ...","70 - 75K กม.","ลำพูน","629,000 บาท","Honda CR-V","มือสอง","เกียร์อัตโนมัติ"
"1786480642-1353","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=80&page_size=50","2019 Honda City 1.5 (ปี 14-18) V Sedan","🔥ปี2019 HONDA CITY 1.5V MNC AUTO AIRBAGS+ABS 🔥รถมือเดียวป้ายแดง ...","50 - 55K กม.","กรุงเทพมหานคร","299,000 บาท","Honda City","มือสอง","เกียร์อัตโนมัติ"
"1786480642-1354","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=80&page_size=50","2020 Nissan NP 300 Navara 2.5 Double Cab Calibre V Pickup ...","🔥ปี2018จดปี2020 NISSAN NAVARA NP300 CARIBRE 2.5 V AUTO ออฟชั่นเต็ม 🔥รถมือเดียวป้ายแดง ...","70 - 75K กม.","กรุงเทพมหานคร","359,000 บาท","Nissan NP 300 Navara","มือสอง","เกียร์อัตโนมัติ"
"1786480642-1355","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=80&page_size=50","2015 Mercedes-Benz E200 2.0 W212 (ปี 10-16) AMG Dynamic Se...","รถบ้านเจ้าของขายเอง มือเดียวตั้งแต่ป้ายแดง สภาพสวย ประวัติดี ไม่เคยชนไม่เคยทำสี ...","150 - 155K กม.","กรุงเทพมหานคร","699,000 บาท","","มือสอง","เกียร์อัตโนมัติ"
"1786480642-1356","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=80&page_size=50","2018 Nissan ALMERA 1.2 (ปี 11-19) E Sportech Sedan","⭐️ ช้างเผือกออโต้คาร์ ⭐️ รถบ้านมือสองสภาพดี ช่วยทุกคัน ดันทุกเคส จัดได้จริง ออกได้จริง ...","85 - 90K กม.","กรุงเทพมหานคร","198,000 บาท","Nissan ALMERA","มือสอง","เกียร์อัตโนมัติ"
"1786480642-1357","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=80&page_size=50","2003 Toyota VIOS 1.5 (ปี 02-07) J Sedan","⭐️ ช้างเผือกออโต้คาร์ ⭐️ รถบ้านมือสองสภาพดี ช่วยทุกคัน ดันทุกเคส จัดได้จริง ออกได้จริง ...","0 - 5K กม.","กรุงเทพมหานคร","88,000 บาท","Toyota VIOS","มือสอง","เกียร์อัตโนมัติ"
"1786480642-1358","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=80&page_size=50","2006 Toyota CAMRY 2.4 (ปี 06-12) V Sedan","⭐️ ช้างเผือกออโต้คาร์ ⭐️ รถบ้านมือสองสภาพดี ช่วยทุกคัน ดันทุกเคส จัดได้จริง ออกได้จริง ...","265 - 270K กม.","กรุงเทพมหานคร","168,000 บาท","Toyota CAMRY","มือสอง","เกียร์อัตโนมัติ"
"1786480642-1359","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=80&page_size=50","2017 Mitsubishi TRITON 2.4 Mega Cab (ปี 14-19) GLS Plus Lt...","📍Mitsubishi Triton Mega Cab Plus 2.4 Mivec ปี 2017📍 📣ไมล์แท้ 237,220 km. 💵 ราคา 289,000 ...","235 - 240K กม.","กรุงเทพมหานคร","289,000 บาท","Mitsubishi TRITON","มือสอง","เกียร์อัตโนมัติ"
"1786480642-1360","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=80&page_size=50","2022 Honda CR-V 2.4 (ปี 17-21) ES SUV - AWD","📍Honda CR-V 2.4 Es 4wd (MNC) ปี 2022📍 👉🏻ไมล์แท้ 129,582 km. 💵 ราคา 699,000 บาท ⭐️ ...","125 - 130K กม.","กรุงเทพมหานคร","699,000 บาท","Honda CR-V","มือสอง","เกียร์อัตโนมัติ"
"1786480642-1361","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=80&page_size=50","2019 Mitsubishi PAJERO SPORT 2.4 (ปี 15-18) GT Premium SUV...","📍Pajaro Sport 2.4 GT Premium 4WD ปี 2019📍 📣ไมล์แท้ 214,883 km. ❤️รถครอบครัว PPV 7 ที่นั้ง ...","210 - 215K กม.","กรุงเทพมหานคร","579,000 บาท","Mitsubishi PAJERO SPORT","มือสอง","เกียร์อัตโนมัติ"
"1786480642-1362","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=53&page_size=50","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=80&page_size=50","2021 Toyota Corolla Cross 1.8 (ปี 20-26) Hybrid Premium Sa...","📍Toyota Corolla Cross 1.8 Hybrid Premium Safety ปี 2021📍 👉🏻ไมล์แท้ 68,000 km. ...","65 - 70K กม.","กรุงเทพมหานคร","699,000 บาท","","มือสอง","เกียร์อัตโนมัติ"
